Code,Variety,Class,Trial,Collaborative,Location,Year,Yield,Test,Protein,Height,Lodging,Headingdate,Stripe
SWW10316,LWW20-2867,SWW,OWEYT,OR,Condon,2024,41.8875107,58.09936373,8.864769061,24.67662871,NA,NA,NA
SWW10253,AP Exceed,SWW,OWEYT,OR,Condon,2024,48.87325953,60.20963488,8.84317982,27.8226467,NA,NA,NA
SWW10319,LWWA22-D33,SWW,OWEYT,OR,Condon,2024,46.11256933,56.91107699,8.378687733,24.10651993,NA,NA,NA
SWW10301,LWW20-2383,SWW,OWEYT,OR,Condon,2024,47.11879156,60.35999972,8.314783782,26.82936882,NA,NA,NA
SWW10013,LCS Drive,SWW,OWEYT,OR,Condon,2024,54.34789299,58.0185697,8.16165398,25.63351326,NA,NA,NA
SWW10299,OR2200083 CL+,SWW,OWEYT,OR,Condon,2024,46.43480019,57.60729637,8.765510693,27.77904796,NA,NA,NA
SWW10317,WB1545,SWW,OWEYT,OR,Condon,2024,41.0690683,61.70683076,9.759364897,25.88400081,NA,NA,NA
SWW10269,WB1621,SWW,OWEYT,OR,Condon,2024,47.27996922,61.28528844,7.969228653,28.00715762,NA,NA,NA
SWW10035,TMC M-Press,SWW,OWEYT,OR,Condon,2024,49.14877973,60.5796457,8.456894235,27.48481992,NA,NA,NA
SWW10312,WA8404,SWW,OWEYT,OR,Condon,2024,50.20536739,57.76635495,8.677943028,28.52846586,NA,NA,NA
CW40003,ARS Castella,Club,OWEYT,OR,Condon,2024,52.97682762,59.96319743,7.098340197,28.73517575,NA,NA,NA
CW40023,OR5180071,Club,OWEYT,OR,Condon,2024,46.2704732,60.65011984,7.904710937,26.73654742,NA,NA,NA
SWW10322,LWWC21-0331,SWW,OWEYT,OR,Condon,2024,42.40682946,59.47186956,9.554108465,27.83576356,NA,NA,NA
SWW10017,LCS Shine,SWW,OWEYT,OR,Condon,2024,55.69031376,57.81903214,8.797391153,24.14463197,NA,NA,NA
SWW10311,WA8398,SWW,OWEYT,OR,Condon,2024,45.33041291,57.59093996,9.089322104,29.41800157,NA,NA,NA
SWW10242,ORI2190027 CL+,SWW,OWEYT,OR,Condon,2024,50.87492137,59.07174682,8.634467885,30.41152479,NA,NA,NA
SWW10305,AP Olympia,SWW,OWEYT,OR,Condon,2024,43.77239315,60.15686936,9.744015187,26.42895313,NA,NA,NA
SWW10001,Stephens,SWW,OWEYT,OR,Condon,2024,41.86869076,59.32833121,8.976398616,26.02297131,NA,NA,NA
SWW10291,LCS Hydra AX,SWW,OWEYT,OR,Condon,2024,46.12644152,60.85675456,8.633868798,26.04585145,NA,NA,NA
CW40029,OR5180072,Club,OWEYT,OR,Condon,2024,46.79747505,59.89831743,8.035357072,25.88356364,NA,NA,NA
SWW10173,Appleby CL+,SWW,OWEYT,OR,Condon,2024,45.6400132,60.05659374,8.328022567,29.80557475,NA,NA,NA
SWW10251,VI Encore CL+ (UIL 17-7706 CL+),SWW,OWEYT,OR,Condon,2024,44.93520023,59.51926318,8.218091087,28.18436626,NA,NA,NA
SWW10026,SY Assure,SWW,OWEYT,OR,Condon,2024,41.9890646,59.23402292,7.702436236,28.26352843,NA,NA,NA
SWW10324,OR3230026 AX,SWW,OWEYT,OR,Dufur,2024,64.37305583,59.76832779,8.748498045,NA,NA,NA,NA
SWW10272,TMC M-Pire,SWW,OWEYT,OR,Dufur,2024,72.37800287,61.49775466,8.481575257,NA,NA,NA,NA
SWW10318,LCS Reaper AX,SWW,OWEYT,OR,Dufur,2024,81.02266547,62.36831808,8.28433523,NA,NA,NA,NA
SWW10248,LCS Kamiak,SWW,OWEYT,OR,Dufur,2024,71.23475805,61.47972942,8.803681805,NA,NA,NA,NA
SWW10201,Nimbus,SWW,OWEYT,OR,Dufur,2024,72.1103968,61.21669972,8.488549613,NA,NA,NA,NA
SWW10321,LWW21-1834,SWW,OWEYT,OR,Dufur,2024,68.97288019,60.00743775,8.374439193,NA,NA,NA,NA
SWW10273,OR2180149,SWW,OWEYT,OR,Dufur,2024,88.81823432,60.19790089,8.185758527,NA,NA,NA,NA
SWW10323,OR2180350,SWW,OWEYT,OR,Dufur,2024,70.88239937,60.44791438,8.902898503,NA,NA,NA,NA
CW40025,Calypso (ARS09500-17CBW),Club,OWEYT,OR,Dufur,2024,78.69315998,62.15774788,7.936848445,NA,NA,NA,NA
SWW10223,AP Iliad,SWW,OWEYT,OR,Dufur,2024,62.81264256,60.26059538,8.572554559,NA,NA,NA,NA
SWW10271,WB1922,SWW,OWEYT,OR,Dufur,2024,66.23671772,62.5523805,9.183967239,NA,NA,NA,NA
SWW10240,OR2170559,SWW,OWEYT,OR,Dufur,2024,67.57947105,60.90469515,9.583059216,NA,NA,NA,NA
SWW10230,VI Voodoo CL+,SWW,OWEYT,OR,Dufur,2024,72.99683113,60.87835391,8.388253976,NA,NA,NA,NA
SWW10007,Norwest Tandem,SWW,OWEYT,OR,Dufur,2024,74.38344884,61.33656347,8.691987758,NA,NA,NA,NA
SWW10293,LCS Scorpion AX,SWW,OWEYT,OR,Dufur,2024,67.94514609,60.78135655,9.137922347,NA,NA,NA,NA
SWW10232,LCS Jefe,SWW,OWEYT,OR,Dufur,2024,75.94278634,61.73742657,8.02246946,NA,NA,NA,NA
CW40032,OR5190014,Club,OWEYT,OR,Dufur,2024,71.93989416,61.93295472,8.662863916,NA,NA,NA,NA
SWW10320,LWWC21-0119,SWW,OWEYT,OR,Dufur,2024,59.25526734,61.03103267,9.007751917,NA,NA,NA,NA
CW40004,ARS Crescent,Club,OWEYT,OR,Dufur,2024,70.98612628,60.98364958,8.674544602,NA,NA,NA,NA
SWW10315,WA8397,SWW,OWEYT,OR,Dufur,2024,78.50784927,60.02574255,8.336954448,NA,NA,NA,NA
SWW10325,LWWC21-0317,SWW,OWEYT,OR,Dufur,2024,64.85306628,61.56028785,9.553771044,NA,NA,NA,NA
SWW10005,Rosalyn,SWW,OWEYT,OR,Dufur,2024,75.6020498,59.9513936,8.459423859,NA,NA,NA,NA
CW40021,Cameo,Club,OWEYT,OR,Dufur,2024,71.04524235,60.06441334,8.359971181,NA,NA,NA,NA
SWW10241,Mallory CL+ (ORI2190025 CL+),SWW,OWEYT,OR,Dufur,2024,71.59084143,60.88299988,8.68357946,NA,NA,NA,NA
SWW10228,Sockeye CL+,SWW,OWEYT,OR,Dufur,2024,55.66375915,60.21606052,8.576366794,NA,NA,NA,NA
SWW10274,Gale (OR2180377),SWW,OWEYT,OR,Dufur,2024,69.54338309,59.72902367,9.181353897,NA,NA,NA,NA
SWW10313,WA8405,SWW,OWEYT,OR,Dufur,2024,85.02018117,60.39912029,8.754025958,NA,NA,NA,NA
SWW10281,Nova AX (WA8346 AX),SWW,OWEYT,OR,Dufur,2024,66.50937814,60.97141187,8.459475337,NA,NA,NA,NA
SWW10316,LWW20-2867,SWW,OWEYT,OR,Dufur,2024,78.07346577,60.45156315,7.976746593,NA,NA,NA,NA
SWW10253,AP Exceed,SWW,OWEYT,OR,Dufur,2024,66.89888429,62.11726077,7.912878124,NA,NA,NA,NA
SWW10301,LWW20-2383,SWW,OWEYT,OR,Dufur,2024,70.82927379,61.70161974,8.177393491,NA,NA,NA,NA
SWW10317,WB1545,SWW,OWEYT,OR,Dufur,2024,70.33382464,62.99272162,8.715891072,NA,NA,NA,NA
SWW10035,TMC M-Press,SWW,OWEYT,OR,Dufur,2024,69.60216516,60.67526965,8.041182978,NA,NA,NA,NA
SWW10312,WA8404,SWW,OWEYT,OR,Dufur,2024,71.53294923,60.01251197,8.310440735,NA,NA,NA,NA
CW40003,ARS Castella,Club,OWEYT,OR,Dufur,2024,73.61061118,60.69100631,8.061519476,NA,NA,NA,NA
CW40023,OR5180071,Club,OWEYT,OR,Dufur,2024,73.22265093,60.92613108,8.369023028,NA,NA,NA,NA
SWW10322,LWWC21-0331,SWW,OWEYT,OR,Dufur,2024,71.01182375,61.66597823,9.248447584,NA,NA,NA,NA
SWW10017,LCS Shine,SWW,OWEYT,OR,Dufur,2024,73.89466131,59.72562849,7.512380915,NA,NA,NA,NA
SWW10311,WA8398,SWW,OWEYT,OR,Dufur,2024,71.10230021,59.87308336,8.985123035,NA,NA,NA,NA
SWW10242,ORI2190027 CL+,SWW,OWEYT,OR,Dufur,2024,78.87196391,60.39507639,8.546945401,NA,NA,NA,NA
SWW10305,AP Olympia,SWW,OWEYT,OR,Dufur,2024,74.11926438,62.25500872,9.545673216,NA,NA,NA,NA
SWW10001,Stephens,SWW,OWEYT,OR,Dufur,2024,68.46112398,60.77023029,8.73488176,NA,NA,NA,NA
SWW10291,LCS Hydra AX,SWW,OWEYT,OR,Dufur,2024,75.7969412,63.03207132,9.190207677,NA,NA,NA,NA
CW40029,OR5180072,Club,OWEYT,OR,Dufur,2024,70.89631246,61.53096833,8.384117444,NA,NA,NA,NA
SWW10173,Appleby CL+,SWW,OWEYT,OR,Dufur,2024,67.2042647,61.78707582,9.260161767,NA,NA,NA,NA
SWW10251,VI Encore CL+ (UIL 17-7706 CL+),SWW,OWEYT,OR,Dufur,2024,66.79737172,61.32002736,8.788160827,NA,NA,NA,NA
SWW10026,SY Assure,SWW,OWEYT,OR,Dufur,2024,76.61625667,61.91019732,8.85125573,NA,NA,NA,NA
SWW10299,OR2200083 CL+,SWW,OWEYT,OR,Dufur,2024,69.26068117,60.13508088,8.585480092,NA,NA,NA,NA
SWW10019,LCS Blackjack,SWW,OWEYT,OR,Dufur,2024,75.93426133,59.22400273,8.53614583,NA,NA,NA,NA
SWW10227,Piranha CL+,SWW,OWEYT,OR,Dufur,2024,63.25213961,60.68372106,8.621543777,NA,NA,NA,NA
SWW10319,LWWA22-D33,SWW,OWEYT,OR,Dufur,2024,75.86416699,58.88115975,8.698976615,NA,NA,NA,NA
SWW10252,VI Gem (UIL 13-046145A),SWW,OWEYT,OR,Dufur,2024,84.48342139,62.39645472,8.000082329,NA,NA,NA,NA
SWW10269,WB1621,SWW,OWEYT,OR,Dufur,2024,82.70780481,63.74410726,8.943295478,NA,NA,NA,NA
SWW10013,LCS Drive,SWW,OWEYT,OR,Dufur,2024,65.29184718,59.98666435,9.306823739,NA,NA,NA,NA
SWW10324,OR3230026 AX,SWW,OWEYT,OR,Kent,2024,64.34543566,57.83318672,7.654018108,NA,NA,NA,NA
SWW10227,Piranha CL+,SWW,OWEYT,OR,Kent,2024,64.10277628,56.29828676,8.437745058,NA,NA,NA,NA
SWW10272,TMC M-Pire,SWW,OWEYT,OR,Kent,2024,60.03721854,59.67195114,7.289560406,NA,NA,NA,NA
SWW10201,Nimbus,SWW,OWEYT,OR,Kent,2024,60.64349845,58.83201732,6.78291955,NA,NA,NA,NA
SWW10252,VI Gem (UIL 13-046145A),SWW,OWEYT,OR,Kent,2024,71.75678093,58.89837333,7.216093732,NA,NA,NA,NA
SWW10321,LWW21-1834,SWW,OWEYT,OR,Kent,2024,62.97518481,56.71640217,7.686097058,NA,NA,NA,NA
SWW10273,OR2180149,SWW,OWEYT,OR,Kent,2024,68.85912437,58.06909018,6.574623819,NA,NA,NA,NA
SWW10323,OR2180350,SWW,OWEYT,OR,Kent,2024,60.64140576,58.21673724,6.949998892,NA,NA,NA,NA
CW40025,Calypso (ARS09500-17CBW),Club,OWEYT,OR,Kent,2024,62.42304606,59.29906837,6.27935769,NA,NA,NA,NA
SWW10223,AP Iliad,SWW,OWEYT,OR,Kent,2024,57.48755894,57.30913716,7.451695754,NA,NA,NA,NA
SWW10271,WB1922,SWW,OWEYT,OR,Kent,2024,57.05792559,58.97404061,7.519251179,NA,NA,NA,NA
SWW10240,OR2170559,SWW,OWEYT,OR,Kent,2024,58.43186138,59.1697169,7.40717263,NA,NA,NA,NA
SWW10230,VI Voodoo CL+,SWW,OWEYT,OR,Kent,2024,64.40343766,58.32075768,7.148274665,NA,NA,NA,NA
SWW10293,LCS Scorpion AX,SWW,OWEYT,OR,Kent,2024,60.73706789,57.4352798,7.109569923,NA,NA,NA,NA
CW40032,OR5190014,Club,OWEYT,OR,Kent,2024,59.37601872,58.01903328,6.746942605,NA,NA,NA,NA
SWW10320,LWWC21-0119,SWW,OWEYT,OR,Kent,2024,64.44238798,57.11836684,8.029829606,NA,NA,NA,NA
CW40004,ARS Crescent,Club,OWEYT,OR,Kent,2024,62.50262966,57.48695049,6.358064846,NA,NA,NA,NA
SWW10315,WA8397,SWW,OWEYT,OR,Kent,2024,64.21433899,56.32037088,7.957647004,NA,NA,NA,NA
SWW10325,LWWC21-0317,SWW,OWEYT,OR,Kent,2024,57.05450605,58.87632831,7.492481476,NA,NA,NA,NA
CW40021,Cameo,Club,OWEYT,OR,Kent,2024,56.89528847,57.01683971,7.585030019,NA,NA,NA,NA
SWW10241,Mallory CL+ (ORI2190025 CL+),SWW,OWEYT,OR,Kent,2024,60.84160182,58.09074146,6.903590316,NA,NA,NA,NA
SWW10274,Gale (OR2180377),SWW,OWEYT,OR,Kent,2024,66.173846,54.77292613,7.290069926,NA,NA,NA,NA
SWW10313,WA8405,SWW,OWEYT,OR,Kent,2024,65.23188412,56.3097687,6.520060495,NA,NA,NA,NA
SWW10281,Nova AX (WA8346 AX),SWW,OWEYT,OR,Kent,2024,61.89128585,57.72090198,6.798453402,NA,NA,NA,NA
SWW10316,LWW20-2867,SWW,OWEYT,OR,Kent,2024,64.5783117,57.58561256,6.638749388,NA,NA,NA,NA
SWW10253,AP Exceed,SWW,OWEYT,OR,Kent,2024,64.1854705,60.05405771,7.697699568,NA,NA,NA,NA
SWW10319,LWWA22-D33,SWW,OWEYT,OR,Kent,2024,66.71268664,55.88285582,7.131361473,NA,NA,NA,NA
SWW10301,LWW20-2383,SWW,OWEYT,OR,Kent,2024,57.47591707,58.89648736,7.817257141,NA,NA,NA,NA
SWW10013,LCS Drive,SWW,OWEYT,OR,Kent,2024,66.53521553,56.89368349,7.053845541,NA,NA,NA,NA
SWW10299,OR2200083 CL+,SWW,OWEYT,OR,Kent,2024,65.08456108,57.09987009,6.785815931,NA,NA,NA,NA
SWW10317,WB1545,SWW,OWEYT,OR,Kent,2024,70.0325411,61.07711807,8.002838501,NA,NA,NA,NA
SWW10269,WB1621,SWW,OWEYT,OR,Kent,2024,63.54035978,59.47433427,6.88858079,NA,NA,NA,NA
SWW10035,TMC M-Press,SWW,OWEYT,OR,Kent,2024,59.31130365,58.60581474,6.490756759,NA,NA,NA,NA
SWW10312,WA8404,SWW,OWEYT,OR,Kent,2024,58.74652299,56.98762123,6.837824491,NA,NA,NA,NA
CW40003,ARS Castella,Club,OWEYT,OR,Kent,2024,57.72070703,57.79460717,5.791569241,NA,NA,NA,NA
SWW10017,LCS Shine,SWW,OWEYT,OR,Kent,2024,66.2651895,58.10165201,6.492572356,NA,NA,NA,NA
SWW10305,AP Olympia,SWW,OWEYT,OR,Kent,2024,58.21797577,57.96308064,7.576248002,NA,NA,NA,NA
SWW10001,Stephens,SWW,OWEYT,OR,Kent,2024,58.87153871,58.36203686,8.01859404,NA,NA,NA,NA
SWW10291,LCS Hydra AX,SWW,OWEYT,OR,Kent,2024,60.7883637,58.69934852,6.358671463,NA,NA,NA,NA
SWW10173,Appleby CL+,SWW,OWEYT,OR,Kent,2024,55.53763965,59.36526217,7.164217729,NA,NA,NA,NA
SWW10251,VI Encore CL+ (UIL 17-7706 CL+),SWW,OWEYT,OR,Kent,2024,54.99873225,58.12123725,7.644357353,NA,NA,NA,NA
SWW10026,SY Assure,SWW,OWEYT,OR,Kent,2024,70.18800195,59.85230589,6.980225546,NA,NA,NA,NA
SWW10318,LCS Reaper AX,SWW,OWEYT,OR,Kent,2024,61.73086297,60.28703222,8.286165341,NA,NA,NA,NA
SWW10322,LWWC21-0331,SWW,OWEYT,OR,Kent,2024,59.69417032,58.55933025,7.27283028,NA,NA,NA,NA
SWW10242,ORI2190027 CL+,SWW,OWEYT,OR,Kent,2024,67.15463578,58.22915991,6.806520853,NA,NA,NA,NA
SWW10311,WA8398,SWW,OWEYT,OR,Kent,2024,66.39440404,56.89329009,7.567237991,NA,NA,NA,NA
SWW10005,Rosalyn,SWW,OWEYT,OR,Kent,2024,77.6852402,56.11712947,7.063914593,NA,NA,NA,NA
SWW10248,LCS Kamiak,SWW,OWEYT,OR,Kent,2024,68.46169752,58.65411941,7.89125722,NA,NA,NA,NA
SWW10007,Norwest Tandem,SWW,OWEYT,OR,Kent,2024,62.83226809,58.72315023,7.101266708,NA,NA,NA,NA
CW40023,OR5180071,Club,OWEYT,OR,Kent,2024,65.1845642,57.369196,6.24944369,NA,NA,NA,NA
SWW10228,Sockeye CL+,SWW,OWEYT,OR,Kent,2024,53.06723247,56.32051422,6.844486196,NA,NA,NA,NA
SWW10232,LCS Jefe,SWW,OWEYT,OR,Kent,2024,69.93167402,58.47868028,6.23870749,NA,NA,NA,NA
CW40029,OR5180072,Club,OWEYT,OR,Kent,2024,61.29510894,59.90961365,6.781854172,NA,NA,NA,NA
SWW10019,LCS Blackjack,SWW,OWEYT,OR,Kent,2024,65.60797622,55.80322662,6.635989636,NA,NA,NA,NA
SWW10019,LCS Blackjack,SWW,OWEYT,OR,Lexington,2024,56.8537708,57.80814918,10.39340054,32.64513802,NA,45431.51692,NA
SWW10324,OR3230026 AX,SWW,OWEYT,OR,Lexington,2024,54.10752111,60.45525787,10.13852928,29.36117412,NA,45426.65419,NA
SWW10227,Piranha CL+,SWW,OWEYT,OR,Lexington,2024,59.37319201,58.65361965,10.35885048,35.45463894,NA,45433.95215,NA
SWW10272,TMC M-Pire,SWW,OWEYT,OR,Lexington,2024,64.779924,60.94756375,10.36816359,30.11635223,NA,45432.30909,NA
SWW10318,LCS Reaper AX,SWW,OWEYT,OR,Lexington,2024,45.22653784,63.10046471,10.96072018,28.38492572,NA,45424.8848,NA
SWW10248,LCS Kamiak,SWW,OWEYT,OR,Lexington,2024,61.70492161,62.3233341,10.82964252,30.82261621,NA,45425.57511,NA
SWW10201,Nimbus,SWW,OWEYT,OR,Lexington,2024,57.43781891,60.51369162,10.32856344,32.53930028,NA,45428.93534,NA
SWW10252,VI Gem (UIL 13-046145A),SWW,OWEYT,OR,Lexington,2024,63.99778905,60.49869462,9.800606512,32.50493011,NA,45429.09524,NA
SWW10321,LWW21-1834,SWW,OWEYT,OR,Lexington,2024,58.49695679,59.20971783,9.948493784,29.76316463,NA,45428.90184,NA
SWW10273,OR2180149,SWW,OWEYT,OR,Lexington,2024,58.68778832,59.68558393,9.904697094,33.96440811,NA,45429.39244,NA
SWW10323,OR2180350,SWW,OWEYT,OR,Lexington,2024,50.29059985,59.45523722,10.27356141,26.44493167,NA,45429.85628,NA
CW40025,Calypso (ARS09500-17CBW),Club,OWEYT,OR,Lexington,2024,53.04567008,61.87044139,10.59623494,32.12323348,NA,45432.34957,NA
SWW10223,AP Iliad,SWW,OWEYT,OR,Lexington,2024,54.20850976,60.32994185,10.67524714,31.25620515,NA,45429.94727,NA
SWW10271,WB1922,SWW,OWEYT,OR,Lexington,2024,55.82392992,61.30594156,9.856965926,32.93382567,NA,45436.51581,NA
SWW10240,OR2170559,SWW,OWEYT,OR,Lexington,2024,56.57433206,58.8262242,11.74439127,35.82148642,NA,45433.36966,NA
SWW10230,VI Voodoo CL+,SWW,OWEYT,OR,Lexington,2024,63.30552628,61.10820046,10.05140031,28.99750259,NA,45429.76174,NA
SWW10007,Norwest Tandem,SWW,OWEYT,OR,Lexington,2024,58.54943881,60.71840346,9.552700106,29.87491484,NA,45428.06118,NA
SWW10293,LCS Scorpion AX,SWW,OWEYT,OR,Lexington,2024,57.10451683,60.27779084,9.868480571,30.63881476,NA,45429.14573,NA
SWW10232,LCS Jefe,SWW,OWEYT,OR,Lexington,2024,68.6393407,60.86177437,9.183792342,31.55682456,NA,45430.02443,NA
CW40032,OR5190014,Club,OWEYT,OR,Lexington,2024,52.48044407,62.35628489,9.36084276,29.97874554,NA,45435.60664,NA
SWW10320,LWWC21-0119,SWW,OWEYT,OR,Lexington,2024,57.18090983,60.93131207,10.36883461,32.05160633,NA,45430.6766,NA
SWW10315,WA8397,SWW,OWEYT,OR,Lexington,2024,47.52676536,54.43085915,12.17596735,32.27303431,NA,45434.94723,NA
SWW10325,LWWC21-0317,SWW,OWEYT,OR,Lexington,2024,64.3734259,59.55437334,11.38868916,33.26669596,NA,45431.39242,NA
SWW10005,Rosalyn,SWW,OWEYT,OR,Lexington,2024,56.42597057,57.39418408,10.3776671,32.01358893,NA,45434.07248,NA
CW40021,Cameo,Club,OWEYT,OR,Lexington,2024,55.20499883,59.02347681,11.70591035,32.7794025,NA,45433.01963,NA
SWW10241,Mallory CL+ (ORI2190025 CL+),SWW,OWEYT,OR,Lexington,2024,57.09881291,60.12211142,11.64144298,30.54227786,NA,45427.28154,NA
SWW10228,Sockeye CL+,SWW,OWEYT,OR,Lexington,2024,55.78619851,59.18891623,10.09728051,36.37356092,NA,45433.1881,NA
SWW10274,Gale (OR2180377),SWW,OWEYT,OR,Lexington,2024,57.34872004,57.16435144,9.844659732,31.16013822,NA,45434.09147,NA
SWW10313,WA8405,SWW,OWEYT,OR,Lexington,2024,51.81671959,56.64064191,11.19775145,31.54626438,NA,45434.20459,NA
SWW10281,Nova AX (WA8346 AX),SWW,OWEYT,OR,Lexington,2024,54.33448459,59.33953407,10.59099956,35.21965087,NA,45431.73071,NA
SWW10316,LWW20-2867,SWW,OWEYT,OR,Lexington,2024,56.70034786,59.71954732,9.434463492,28.33451772,NA,45429.37104,NA
SWW10253,AP Exceed,SWW,OWEYT,OR,Lexington,2024,59.8334116,63.08486895,9.196808795,30.96105221,NA,45426.26063,NA
SWW10319,LWWA22-D33,SWW,OWEYT,OR,Lexington,2024,60.62207898,59.65978619,10.37832966,28.66396572,NA,45427.93565,NA
SWW10301,LWW20-2383,SWW,OWEYT,OR,Lexington,2024,58.72142865,61.86717539,10.62043149,28.54390424,NA,45427.62213,NA
SWW10013,LCS Drive,SWW,OWEYT,OR,Lexington,2024,58.05541857,60.83444656,10.49737011,27.29249277,NA,45426.84684,NA
SWW10299,OR2200083 CL+,SWW,OWEYT,OR,Lexington,2024,49.06377454,59.75266693,11.09614261,30.15482287,NA,45429.8478,NA
SWW10317,WB1545,SWW,OWEYT,OR,Lexington,2024,55.94155792,62.06257729,11.45170655,30.56593931,NA,45428.84092,NA
SWW10269,WB1621,SWW,OWEYT,OR,Lexington,2024,60.72348759,63.60185785,9.52008431,30.54486723,NA,45428.90065,NA
SWW10035,TMC M-Press,SWW,OWEYT,OR,Lexington,2024,59.39530997,60.15105854,10.20195031,31.43338141,NA,45432.28591,NA
SWW10312,WA8404,SWW,OWEYT,OR,Lexington,2024,50.98892845,57.7856321,10.30040012,31.35060866,NA,45432.82786,NA
CW40003,ARS Castella,Club,OWEYT,OR,Lexington,2024,58.50407231,60.91482515,9.445360119,32.29655434,NA,45433.68419,NA
CW40023,OR5180071,Club,OWEYT,OR,Lexington,2024,55.22124224,61.11216319,10.27179327,32.36654191,NA,45435.60491,NA
SWW10322,LWWC21-0331,SWW,OWEYT,OR,Lexington,2024,52.90815556,60.75889366,10.48293974,32.6546893,NA,45433.24705,NA
SWW10017,LCS Shine,SWW,OWEYT,OR,Lexington,2024,64.28140504,59.77180927,9.258206648,26.98939106,NA,45428.36723,NA
SWW10311,WA8398,SWW,OWEYT,OR,Lexington,2024,50.43305764,57.93191845,11.09053769,31.9531415,NA,45433.79776,NA
SWW10242,ORI2190027 CL+,SWW,OWEYT,OR,Lexington,2024,61.2568556,61.22231573,11.65121354,30.23257923,NA,45428.0858,NA
SWW10305,AP Olympia,SWW,OWEYT,OR,Lexington,2024,60.85574143,60.989838,11.13650959,32.27868561,NA,45430.08753,NA
SWW10001,Stephens,SWW,OWEYT,OR,Lexington,2024,52.40305747,58.84877554,10.88685306,32.84287304,NA,45429.86014,NA
SWW10291,LCS Hydra AX,SWW,OWEYT,OR,Lexington,2024,61.23359738,61.89406679,10.16302233,31.72463734,NA,45429.08422,NA
CW40029,OR5180072,Club,OWEYT,OR,Lexington,2024,57.00461893,61.75823904,10.12123379,29.51968671,NA,45432.17152,NA
SWW10173,Appleby CL+,SWW,OWEYT,OR,Lexington,2024,60.45003462,62.31359039,10.15501249,32.93314934,NA,45427.34941,NA
SWW10251,VI Encore CL+ (UIL 17-7706 CL+),SWW,OWEYT,OR,Lexington,2024,63.36641674,60.70275827,10.39819234,32.56662562,NA,45431.68645,NA
SWW10026,SY Assure,SWW,OWEYT,OR,Lexington,2024,56.72068575,62.7138554,10.80354957,29.39559756,NA,45427.32859,NA
CW40004,ARS Crescent,Club,OWEYT,OR,Lexington,2024,53.86751887,56.05386888,12.59618573,29.287527,NA,45440.35779,NA
SWW10019,LCS Blackjack,SWW,OWEYT,OR,Moro_Station,2024,82.99928764,58.02695036,10.37838026,31.85485842,NA,NA,NA
SWW10324,OR3230026 AX,SWW,OWEYT,OR,Moro_Station,2024,83.13789328,59.9533614,9.95082977,32.0490802,NA,NA,NA
SWW10227,Piranha CL+,SWW,OWEYT,OR,Moro_Station,2024,70.73674249,58.93261264,10.64702613,34.29683134,NA,NA,NA
SWW10272,TMC M-Pire,SWW,OWEYT,OR,Moro_Station,2024,86.23693421,60.49337006,9.860308329,32.01803801,NA,NA,NA
SWW10318,LCS Reaper AX,SWW,OWEYT,OR,Moro_Station,2024,73.32062896,62.25187131,10.64357002,31.2904145,NA,NA,NA
SWW10248,LCS Kamiak,SWW,OWEYT,OR,Moro_Station,2024,84.08368872,58.64753288,10.50136194,31.75753605,NA,NA,NA
SWW10201,Nimbus,SWW,OWEYT,OR,Moro_Station,2024,73.91259811,59.64816071,10.38319309,33.91748663,NA,NA,NA
SWW10252,VI Gem (UIL 13-046145A),SWW,OWEYT,OR,Moro_Station,2024,82.30091927,59.2300595,10.17212104,33.24740652,NA,NA,NA
SWW10321,LWW21-1834,SWW,OWEYT,OR,Moro_Station,2024,76.04727054,59.19388354,9.347252763,32.24203017,NA,NA,NA
SWW10273,OR2180149,SWW,OWEYT,OR,Moro_Station,2024,80.72925243,57.48635006,10.17282605,33.59986343,NA,NA,NA
SWW10323,OR2180350,SWW,OWEYT,OR,Moro_Station,2024,81.04767764,58.67958192,10.26881643,29.11136979,NA,NA,NA
CW40025,Calypso (ARS09500-17CBW),Club,OWEYT,OR,Moro_Station,2024,71.02098471,60.65942258,10.31350823,31.64169245,NA,NA,NA
SWW10223,AP Iliad,SWW,OWEYT,OR,Moro_Station,2024,88.64306515,59.40273593,10.0661696,33.26313164,NA,NA,NA
SWW10271,WB1922,SWW,OWEYT,OR,Moro_Station,2024,72.25272044,61.3323243,10.50398309,35.06605667,NA,NA,NA
SWW10240,OR2170559,SWW,OWEYT,OR,Moro_Station,2024,67.04205376,59.55544863,10.19692788,35.3838765,NA,NA,NA
SWW10230,VI Voodoo CL+,SWW,OWEYT,OR,Moro_Station,2024,90.04987161,59.57415947,9.99082079,31.03651484,NA,NA,NA
SWW10007,Norwest Tandem,SWW,OWEYT,OR,Moro_Station,2024,83.46692913,59.88375587,9.565595212,31.68131395,NA,NA,NA
SWW10293,LCS Scorpion AX,SWW,OWEYT,OR,Moro_Station,2024,74.57616926,58.55860212,10.13185199,31.69451614,NA,NA,NA
SWW10232,LCS Jefe,SWW,OWEYT,OR,Moro_Station,2024,77.17978814,59.65572207,9.622472666,32.55542848,NA,NA,NA
CW40032,OR5190014,Club,OWEYT,OR,Moro_Station,2024,72.23822233,61.34742117,9.293454292,30.66294101,NA,NA,NA
SWW10320,LWWC21-0119,SWW,OWEYT,OR,Moro_Station,2024,86.41598269,59.55971405,10.33773446,31.01055046,NA,NA,NA
CW40004,ARS Crescent,Club,OWEYT,OR,Moro_Station,2024,64.35119565,58.67114655,11.46013311,31.57830906,NA,NA,NA
